Strategy,TrackScope,K,Races,Wagered,Returned,Profit,ROI%,Hits,HitRate%,AvgPay,TrainROI%,TestROI%,TrainRaces,TestRaces,PosYears,Gap,FavMin,FS,Cond,Card
K1W9_GP_FS9-11_Gap0.15_Fav0.35_fast_late,GP,9,851,285936,190417.4,-95518.6,-33.41,329,38.66,578.78,-34.76,-31.04,541,310,0/14,0.15,0.35,9-11,fast,late
K1W8_OP_FS9-11_Gap0.20_Fav0.35_all_late,OP,8,220,46200,36539.7,-9660.3,-20.91,69,31.36,529.56,-10.38,-31.06,108,112,4/14,0.2,0.35,9-11,all,late
K1W8_CD+KEE_FS10-12_Gap0.10_Fav0.00_wet_midlate,CD+KEE,8,236,49560,33143.73,-16416.27,-33.12,47,19.92,705.19,-35.25,-31.07,116,120,2/15,0.1,0.0,10-12,wet,midlate
K1W9_OP_FS9-11_Gap0.10_Fav0.40_wet_all,OP,9,99,33264,20978.2,-12285.8,-36.93,45,45.45,466.18,-45.58,-31.07,40,59,1/13,0.1,0.4,9-11,wet,all
K1W9_OP_FS9-11_Gap0.12_Fav0.40_wet_all,OP,9,99,33264,20978.2,-12285.8,-36.93,45,45.45,466.18,-45.58,-31.07,40,59,1/13,0.12,0.4,9-11,wet,all
K1W9_BEL_FS12-20_Gap0.12_Fav0.00_fast_late,BEL,9,90,30240,22347.2,-7892.8,-26.1,19,21.11,1176.17,-24.76,-31.09,71,19,3/13,0.12,0.0,12-20,fast,late
K1W9_SAR_FS9-11_Gap0.10_Fav0.00_wet_midlate,SAR,9,86,28896,17997.15,-10898.85,-37.72,25,29.07,719.89,-40.92,-31.09,58,28,4/14,0.1,0.0,9-11,wet,midlate
K1W7_KEE_FS9-11_Gap0.18_Fav0.40_all_all,KEE,7,197,23640,15767.1,-7872.9,-33.3,56,28.43,281.56,-35.44,-31.1,100,97,3/15,0.18,0.4,9-11,all,all
K1W8_SAR_FS10-12_Gap0.10_Fav0.00_fast_late,SAR,8,216,45360,28946.5,-16413.5,-36.18,48,22.22,603.05,-38.84,-31.1,142,74,2/14,0.1,0.0,10-12,fast,late
K1W7_DMR_FS10-11_Gap0.15_Fav0.35_all_late,DMR,7,120,14400,14296.2,-103.8,-0.72,29,24.17,492.97,20.99,-31.11,70,50,7/14,0.15,0.35,10-11,all,late
K1W7_DMR_FS10-11_Gap0.15_Fav0.35_fast_late,DMR,7,120,14400,14296.2,-103.8,-0.72,29,24.17,492.97,20.99,-31.11,70,50,7/14,0.15,0.35,10-11,fast,late
K1W7_DMR_FS10-11_Gap0.12_Fav0.35_all_late,DMR,7,125,15000,14363.1,-636.9,-4.25,30,24.0,478.77,13.67,-31.11,75,50,7/14,0.12,0.35,10-11,all,late
K1W7_DMR_FS10-11_Gap0.12_Fav0.35_fast_late,DMR,7,125,15000,14363.1,-636.9,-4.25,30,24.0,478.77,13.67,-31.11,75,50,7/14,0.12,0.35,10-11,fast,late
K1W7_GP_FS9-11_Gap0.10_Fav0.35_all_late,GP,7,1067,128040,98481.4,-29558.6,-23.09,283,26.52,347.99,-18.94,-31.12,704,363,3/14,0.1,0.35,9-11,all,late
K1W9_SA_FS10-12_Gap0.18_Fav0.00_all_midlate,SA,9,422,141792,117411.1,-24380.9,-17.19,172,40.76,682.62,-10.99,-31.13,292,130,2/14,0.18,0.0,10-12,all,midlate
K1W9_SA_FS10-13_Gap0.18_Fav0.00_all_midlate,SA,9,437,146832,117822.5,-29009.5,-19.76,174,39.82,677.14,-14.94,-31.13,307,130,2/14,0.18,0.0,10-13,all,midlate
K1W7_GP_FS10-13_Gap0.15_Fav0.35_all_late,GP,7,747,89640,62910.4,-26729.6,-29.82,156,20.88,403.27,-29.19,-31.13,505,242,2/14,0.15,0.35,10-13,all,late
K1W8_SAR_FS9-11_Gap0.10_Fav0.00_all_late,SAR,8,356,74760,47675.35,-27084.65,-36.23,92,25.84,518.21,-38.95,-31.13,232,124,2/14,0.1,0.0,9-11,all,late
K1W9_SAR_FS10-11_Gap0.10_Fav0.00_all_all,SAR,9,385,129360,100279.55,-29080.45,-22.48,125,32.47,802.24,-18.11,-31.15,256,129,4/14,0.1,0.0,10-11,all,all
K1W7_GP_FS12-20_Gap0.18_Fav0.00_all_midlate,GP,7,318,38160,24713.6,-13446.4,-35.24,52,16.35,475.26,-36.7,-31.15,234,84,2/14,0.18,0.0,12-20,all,midlate
K1W9_SA_FS10-11_Gap0.20_Fav0.35_fast_late,SA,9,173,58128,49050.0,-9078.0,-15.62,75,43.35,654.0,-6.26,-31.16,108,65,5/14,0.2,0.35,10-11,fast,late
K1W9_OP_FS9-11_Gap0.20_Fav0.00_all_all,OP,9,554,186144,146871.8,-39272.2,-21.1,212,38.27,692.79,-10.03,-31.17,264,290,2/14,0.2,0.0,9-11,all,all
K1W7_GP_FS9-11_Gap0.20_Fav0.40_all_all,GP,7,1104,132480,95364.4,-37115.6,-28.02,320,28.99,298.01,-26.19,-31.17,700,404,1/14,0.2,0.4,9-11,all,all
K1W7_SA_FS10-12_Gap0.20_Fav0.35_all_all,SA,7,410,49200,40171.6,-9028.4,-18.35,111,27.07,361.91,-12.91,-31.19,288,122,4/14,0.2,0.35,10-12,all,all
K1W9_OP_FS10-13_Gap0.20_Fav0.35_all_midlate,OP,9,310,104160,84838.2,-19321.8,-18.55,98,31.61,865.7,-4.53,-31.19,147,163,2/14,0.2,0.35,10-13,all,midlate
K1W7_SA_FS10-13_Gap0.20_Fav0.35_all_all,SA,7,418,50160,40583.0,-9577.0,-19.09,113,27.03,359.14,-14.11,-31.19,296,122,4/14,0.2,0.35,10-13,all,all
K1W9_SA_FS9-11_Gap0.20_Fav0.35_all_all,SA,9,666,223776,173586.6,-50189.4,-22.43,300,45.05,578.62,-17.81,-31.19,436,230,2/15,0.2,0.35,9-11,all,all
K1W7_SAR_FS9-11_Gap0.18_Fav0.00_fast_midlate,SAR,7,205,24600,19031.2,-5568.8,-22.64,49,23.9,388.39,-18.1,-31.2,134,71,6/14,0.18,0.0,9-11,fast,midlate
K1W7_CD_FS10-11_Gap0.18_Fav0.00_fast_midlate,CD,7,251,30120,21605.7,-8514.3,-28.27,54,21.51,400.11,-26.01,-31.2,142,109,5/15,0.18,0.0,10-11,fast,midlate
K1W7_KEE_FS10-13_Gap0.20_Fav0.40_fast_all,KEE,7,148,17760,10721.6,-7038.4,-39.63,29,19.59,369.71,-44.62,-31.2,93,55,2/15,0.2,0.4,10-13,fast,all
K1W7_KEE_FS10-12_Gap0.20_Fav0.40_fast_all,KEE,7,148,17760,10721.6,-7038.4,-39.63,29,19.59,369.71,-44.62,-31.2,93,55,2/15,0.2,0.4,10-12,fast,all
K1W8_OP_FS9-11_Gap0.20_Fav0.00_fast_late,OP,8,181,38010,32581.0,-5429.0,-14.28,58,32.04,561.74,1.39,-31.22,94,87,4/14,0.2,0.0,9-11,fast,late
K1W8_OP_FS9-11_Gap0.20_Fav0.35_fast_late,OP,8,179,37590,30628.9,-6961.1,-18.52,56,31.28,546.94,-6.51,-31.22,92,87,4/14,0.2,0.35,9-11,fast,late
K1W9_CD+KEE_FS10-11_Gap0.18_Fav0.00_fast_late,CD+KEE,9,248,83328,68962.0,-14366.0,-17.24,90,36.29,766.24,-8.41,-31.23,152,96,7/15,0.18,0.0,10-11,fast,late
K1W8_KEE_FS9-11_Gap0.15_Fav0.35_all_midlate,KEE,8,186,39060,22158.2,-16901.8,-43.27,56,30.11,395.68,-52.56,-31.23,105,81,2/15,0.15,0.35,9-11,all,midlate
K1W7_SA_FS10-11_Gap0.20_Fav0.00_fast_midlate,SA,7,262,31440,23787.0,-7653.0,-24.34,69,26.34,344.74,-20.97,-31.24,176,86,2/14,0.2,0.0,10-11,fast,midlate
K1W7_SA_FS10-13_Gap0.10_Fav0.00_fast_midlate,SA,7,848,101760,76385.2,-25374.8,-24.94,167,19.69,457.4,-22.56,-31.24,616,232,2/15,0.1,0.0,10-13,fast,midlate
K1W8_GP_FS9-11_Gap0.12_Fav0.35_wet_midlate,GP,8,165,34650,26205.9,-8444.1,-24.37,51,30.91,513.84,-21.94,-31.26,122,43,4/13,0.12,0.35,9-11,wet,midlate
K1W7_SAR_FS9-11_Gap0.20_Fav0.35_all_late,SAR,7,136,16320,12857.75,-3462.25,-21.21,35,25.74,367.36,-14.99,-31.27,84,52,5/14,0.2,0.35,9-11,all,late
K1W7_SAR_FS9-11_Gap0.20_Fav0.00_all_late,SAR,7,140,16800,12857.75,-3942.25,-23.47,35,25.0,367.36,-18.86,-31.27,88,52,5/14,0.2,0.0,9-11,all,late
K1W9_AQU_FS9-11_Gap0.18_Fav0.35_wet_all,AQU,9,147,49392,51893.65,2501.65,5.06,69,46.94,752.08,25.56,-31.28,94,53,6/15,0.18,0.35,9-11,wet,all
K1W9_KEE_FS10-13_Gap0.18_Fav0.35_all_late,KEE,9,122,40992,38110.4,-2881.6,-7.03,37,30.33,1030.01,9.25,-31.28,73,49,5/15,0.18,0.35,10-13,all,late
K1W8_KEE_FS10-13_Gap0.10_Fav0.00_all_midlate,KEE,8,519,108990,97095.8,-11894.2,-10.91,110,21.19,882.69,-0.0,-31.28,338,181,4/15,0.1,0.0,10-13,all,midlate
K1W9_KEE_FS10-12_Gap0.18_Fav0.35_all_late,KEE,9,121,40656,31180.7,-9475.3,-23.31,36,29.75,866.13,-17.88,-31.28,72,49,4/15,0.18,0.35,10-12,all,late
K1W7_SAR_FS9-11_Gap0.12_Fav0.35_all_all,SAR,7,331,39720,32255.65,-7464.35,-18.79,87,26.28,370.75,-11.29,-31.31,207,124,5/14,0.12,0.35,9-11,all,all
K1W9_CD+KEE_FS10-12_Gap0.12_Fav0.00_wet_all,CD+KEE,9,252,84672,57846.7,-26825.3,-31.68,71,28.17,814.74,-32.15,-31.31,111,141,1/15,0.12,0.0,10-12,wet,all
K1W7_SA_FS10-11_Gap0.20_Fav0.00_fast_all,SA,7,325,39000,29148.8,-9851.2,-25.26,86,26.46,338.94,-22.37,-31.32,220,105,3/14,0.2,0.0,10-11,fast,all
K1W8_SAR_FS10-11_Gap0.15_Fav0.35_all_all,SAR,8,158,33180,21613.7,-11566.3,-34.86,47,29.75,459.87,-36.97,-31.32,99,59,4/14,0.15,0.35,10-11,all,all
K1W7_MTH_FS10-11_Gap0.12_Fav0.00_all_all,MTH,7,438,52560,50148.4,-2411.6,-4.59,123,28.08,407.71,4.6,-31.33,326,112,7/15,0.12,0.0,10-11,all,all
K1W9_CD+KEE_FS10-11_Gap0.18_Fav0.35_fast_late,CD+KEE,9,220,73920,59971.7,-13948.3,-18.87,81,36.82,740.39,-11.31,-31.35,137,83,5/15,0.18,0.35,10-11,fast,late
K1W9_KEE_FS10-11_Gap0.20_Fav0.40_all_all,KEE,9,115,38640,26903.2,-11736.8,-30.37,41,35.65,656.18,-29.68,-31.35,67,48,4/15,0.2,0.4,10-11,all,all
K1W9_BAQ_FS9-11_Gap0.12_Fav0.00_all_all,BAQ,9,117,39312,26989.6,-12322.4,-31.35,51,43.59,529.21,-100.0,-31.35,0,117,1/4,0.12,0.0,9-11,all,all
K1W7_AQU_FS9-11_Gap0.15_Fav0.00_wet_midlate,AQU,7,160,19200,18871.05,-328.95,-1.71,43,26.88,438.86,12.97,-31.36,107,53,6/14,0.15,0.0,9-11,wet,midlate
K1W8_CD_FS12-20_Gap0.18_Fav0.00_all_midlate,CD,8,157,32970,23760.9,-9209.1,-27.93,31,19.75,766.48,-26.03,-31.36,101,56,4/15,0.18,0.0,12-20,all,midlate
K1W9_AQU_FS12-20_Gap0.10_Fav0.00_fast_late,AQU,9,84,28224,16506.25,-11717.75,-41.52,20,23.81,825.31,-47.15,-31.37,54,30,3/15,0.1,0.0,12-20,fast,late
K1W9_MTH_FS9-11_Gap0.12_Fav0.35_all_late,MTH,9,332,111552,82669.5,-28882.5,-25.89,160,48.19,516.68,-23.49,-31.38,231,101,3/15,0.12,0.35,9-11,all,late
K1W9_OP_FS9-11_Gap0.10_Fav0.35_all_late,OP,9,309,103824,77040.3,-26783.7,-25.8,112,36.25,687.86,-19.94,-31.39,151,158,2/14,0.1,0.35,9-11,all,late
K1W7_DMR_FS10-11_Gap0.20_Fav0.00_all_all,DMR,7,220,26400,20516.2,-5883.8,-22.29,48,21.82,427.42,-15.36,-31.4,125,95,5/14,0.2,0.0,10-11,all,all
K1W9_GP_FS9-11_Gap0.18_Fav0.35_fast_late,GP,9,743,249648,159625.0,-90023.0,-36.06,291,39.17,548.54,-38.72,-31.4,473,270,0/14,0.18,0.35,9-11,fast,late
K1W7_KEE_FS10-11_Gap0.18_Fav0.00_all_late,KEE,7,87,10440,6622.3,-3817.7,-36.57,15,17.24,441.49,-39.57,-31.4,55,32,3/15,0.18,0.0,10-11,all,late
K1W7_DMR_FS10-13_Gap0.20_Fav0.35_fast_all,DMR,7,256,30720,23710.6,-7009.4,-22.82,54,21.09,439.09,-16.44,-31.41,147,109,4/14,0.2,0.35,10-13,fast,all
K1W7_AQU_FS10-13_Gap0.12_Fav0.00_fast_all,AQU,7,448,53760,38957.95,-14802.05,-27.53,86,19.2,453.0,-26.0,-31.41,321,127,4/15,0.12,0.0,10-13,fast,all
K1W7_GP_FS10-12_Gap0.15_Fav0.40_fast_late,GP,7,345,41400,32784.7,-8615.3,-20.81,87,25.22,376.84,-15.44,-31.42,229,116,2/14,0.15,0.4,10-12,fast,late
K1W7_AQU_FS9-11_Gap0.18_Fav0.00_all_midlate,AQU,7,445,53400,41037.05,-12362.95,-23.15,122,27.42,336.37,-19.47,-31.43,308,137,3/15,0.18,0.0,9-11,all,midlate
K1W9_SA_FS9-11_Gap0.12_Fav0.40_all_all,SA,9,524,176064,133817.1,-42246.9,-24.0,250,47.71,535.27,-19.83,-31.44,336,188,2/15,0.12,0.4,9-11,all,all
K1W9_OP_FS10-11_Gap0.18_Fav0.00_all_midlate,OP,9,256,86016,73102.5,-12913.5,-15.01,86,33.59,850.03,2.78,-31.47,123,133,3/14,0.18,0.0,10-11,all,midlate
K1W7_DMR_FS10-12_Gap0.18_Fav0.40_all_all,DMR,7,167,20040,15903.7,-4136.3,-20.64,41,24.55,387.9,-12.02,-31.47,93,74,5/14,0.18,0.4,10-12,all,all
K1W7_DMR_FS10-13_Gap0.18_Fav0.40_fast_all,DMR,7,167,20040,15903.7,-4136.3,-20.64,41,24.55,387.9,-12.02,-31.47,93,74,5/14,0.18,0.4,10-13,fast,all
K1W7_DMR_FS10-12_Gap0.20_Fav0.40_all_all,DMR,7,166,19920,15437.7,-4482.3,-22.5,40,24.1,385.94,-15.28,-31.47,92,74,5/14,0.2,0.4,10-12,all,all
K1W7_DMR_FS10-13_Gap0.20_Fav0.40_fast_all,DMR,7,166,19920,15437.7,-4482.3,-22.5,40,24.1,385.94,-15.28,-31.47,92,74,5/14,0.2,0.4,10-13,fast,all
K1W7_SAR_FS9-11_Gap0.18_Fav0.00_fast_late,SAR,7,141,16920,14797.0,-2123.0,-12.55,36,25.53,411.03,-2.15,-31.48,91,50,7/14,0.18,0.0,9-11,fast,late
K1W9_OP_FS10-11_Gap0.18_Fav0.00_wet_all,OP,9,98,32928,21382.1,-11545.9,-35.06,35,35.71,610.92,-40.48,-31.48,39,59,5/14,0.18,0.0,10-11,wet,all
K1W8_AQU_FS12-20_Gap0.10_Fav0.00_all_all,AQU,8,181,38010,21119.9,-16890.1,-44.44,30,16.57,704.0,-50.55,-31.48,123,58,3/15,0.1,0.0,12-20,all,all
K1W8_SAR_FS10-13_Gap0.12_Fav0.00_fast_all,SAR,8,331,69510,49836.15,-19673.85,-28.3,91,27.49,547.65,-26.85,-31.49,227,104,2/14,0.12,0.0,10-13,fast,all
K1W7_SA_FS9-11_Gap0.18_Fav0.35_all_midlate,SA,7,579,69480,54165.0,-15315.0,-22.04,165,28.5,328.27,-16.98,-31.5,377,202,2/15,0.18,0.35,9-11,all,midlate
K1W9_SA_FS9-11_Gap0.18_Fav0.35_all_midlate,SA,9,579,194544,162793.9,-31750.1,-16.32,254,43.87,640.92,-8.18,-31.51,377,202,3/15,0.18,0.35,9-11,all,midlate
K1W8_KEE_FS10-11_Gap0.10_Fav0.35_all_late,KEE,8,82,17220,7876.7,-9343.3,-54.26,15,18.29,525.11,-71.2,-31.51,47,35,4/15,0.1,0.35,10-11,all,late
K1W8_GP_FS12-20_Gap0.20_Fav0.00_all_all,GP,8,314,65940,42739.2,-23200.8,-35.18,78,24.84,547.94,-36.9,-31.52,214,100,1/14,0.2,0.0,12-20,all,all
K1W9_OP_FS10-13_Gap0.18_Fav0.35_fast_late,OP,9,178,59808,50156.2,-9651.8,-16.14,58,32.58,864.76,-0.4,-31.53,88,90,3/14,0.18,0.35,10-13,fast,late
K1W7_SAR_FS10-13_Gap0.12_Fav0.00_all_midlate,SAR,7,302,36240,28623.7,-7616.3,-21.02,65,21.52,440.36,-15.81,-31.53,202,100,4/14,0.12,0.0,10-13,all,midlate
K1W9_SA_FS10-12_Gap0.10_Fav0.40_fast_late,SA,9,147,49392,42207.2,-7184.8,-14.55,71,48.3,594.47,-4.39,-31.54,92,55,5/14,0.1,0.4,10-12,fast,late
K1W9_SA_FS10-12_Gap0.12_Fav0.40_fast_late,SA,9,147,49392,42207.2,-7184.8,-14.55,71,48.3,594.47,-4.39,-31.54,92,55,5/14,0.12,0.4,10-12,fast,late
K1W9_SA_FS10-12_Gap0.15_Fav0.40_fast_late,SA,9,147,49392,42207.2,-7184.8,-14.55,71,48.3,594.47,-4.39,-31.54,92,55,5/14,0.15,0.4,10-12,fast,late
K1W9_SA_FS10-12_Gap0.18_Fav0.40_fast_late,SA,9,147,49392,42207.2,-7184.8,-14.55,71,48.3,594.47,-4.39,-31.54,92,55,5/14,0.18,0.4,10-12,fast,late
K1W9_SA_FS10-13_Gap0.10_Fav0.40_fast_late,SA,9,151,50736,42618.6,-8117.4,-16.0,73,48.34,583.82,-7.1,-31.54,96,55,5/14,0.1,0.4,10-13,fast,late
K1W9_SA_FS10-13_Gap0.12_Fav0.40_fast_late,SA,9,151,50736,42618.6,-8117.4,-16.0,73,48.34,583.82,-7.1,-31.54,96,55,5/14,0.12,0.4,10-13,fast,late
K1W9_SA_FS10-13_Gap0.15_Fav0.40_fast_late,SA,9,151,50736,42618.6,-8117.4,-16.0,73,48.34,583.82,-7.1,-31.54,96,55,5/14,0.15,0.4,10-13,fast,late
K1W9_SA_FS10-13_Gap0.18_Fav0.40_fast_late,SA,9,151,50736,42618.6,-8117.4,-16.0,73,48.34,583.82,-7.1,-31.54,96,55,5/14,0.18,0.4,10-13,fast,late
K1W7_SA_FS9-11_Gap0.20_Fav0.40_all_all,SA,7,499,59880,44615.0,-15265.0,-25.49,157,31.46,284.17,-22.2,-31.54,323,176,1/15,0.2,0.4,9-11,all,all
K1W7_OP_FS9-11_Gap0.18_Fav0.40_fast_all,OP,7,320,38400,33079.8,-5320.2,-13.85,78,24.38,424.1,5.7,-31.55,152,168,4/14,0.18,0.4,9-11,fast,all
K1W9_OP_FS10-13_Gap0.18_Fav0.35_all_late,OP,9,218,73248,62145.0,-11103.0,-15.16,73,33.49,851.3,4.19,-31.55,100,118,4/14,0.18,0.35,10-13,all,late
K1W7_SA_FS10-12_Gap0.10_Fav0.40_fast_late,SA,7,147,17640,15563.5,-2076.5,-11.77,43,29.25,361.94,0.06,-31.56,92,55,5/14,0.1,0.4,10-12,fast,late
K1W7_SA_FS10-12_Gap0.12_Fav0.40_fast_late,SA,7,147,17640,15563.5,-2076.5,-11.77,43,29.25,361.94,0.06,-31.56,92,55,5/14,0.12,0.4,10-12,fast,late
K1W7_SA_FS10-12_Gap0.15_Fav0.40_fast_late,SA,7,147,17640,15563.5,-2076.5,-11.77,43,29.25,361.94,0.06,-31.56,92,55,5/14,0.15,0.4,10-12,fast,late
K1W7_SA_FS10-12_Gap0.18_Fav0.40_fast_late,SA,7,147,17640,15563.5,-2076.5,-11.77,43,29.25,361.94,0.06,-31.56,92,55,5/14,0.18,0.4,10-12,fast,late
K1W7_SA_FS10-13_Gap0.10_Fav0.40_fast_late,SA,7,151,18120,15974.9,-2145.1,-11.84,45,29.8,355.0,-0.54,-31.56,96,55,5/14,0.1,0.4,10-13,fast,late
K1W7_SA_FS10-13_Gap0.12_Fav0.40_fast_late,SA,7,151,18120,15974.9,-2145.1,-11.84,45,29.8,355.0,-0.54,-31.56,96,55,5/14,0.12,0.4,10-13,fast,late
K1W7_SA_FS10-13_Gap0.15_Fav0.40_fast_late,SA,7,151,18120,15974.9,-2145.1,-11.84,45,29.8,355.0,-0.54,-31.56,96,55,5/14,0.15,0.4,10-13,fast,late
K1W7_SA_FS10-13_Gap0.18_Fav0.40_fast_late,SA,7,151,18120,15974.9,-2145.1,-11.84,45,29.8,355.0,-0.54,-31.56,96,55,5/14,0.18,0.4,10-13,fast,late
K1W7_GP_FS12-20_Gap0.15_Fav0.35_fast_late,GP,7,209,25080,18397.2,-6682.8,-26.65,39,18.66,471.72,-24.53,-31.56,146,63,5/14,0.15,0.35,12-20,fast,late
K1W7_AQU_FS10-13_Gap0.18_Fav0.35_all_all,AQU,7,317,38040,28345.95,-9694.05,-25.48,72,22.71,393.69,-22.8,-31.57,220,97,4/15,0.18,0.35,10-13,all,all
K1W8_OP_FS10-12_Gap0.20_Fav0.40_fast_all,OP,8,246,51660,33154.1,-18505.9,-35.82,57,23.17,581.65,-40.07,-31.57,123,123,4/14,0.2,0.4,10-12,fast,all
K1W7_MTH_FS10-13_Gap0.12_Fav0.00_fast_midlate,MTH,7,358,42960,39192.6,-3767.4,-8.77,95,26.54,412.55,-1.45,-31.58,271,87,6/15,0.12,0.0,10-13,fast,midlate
K1W9_SAR_FS10-11_Gap0.15_Fav0.00_all_midlate,SAR,9,180,60480,45911.0,-14569.0,-24.09,63,35.0,728.75,-20.52,-31.6,122,58,5/14,0.15,0.0,10-11,all,midlate
K1W9_OP_FS10-12_Gap0.20_Fav0.35_fast_midlate,OP,9,243,81648,67674.4,-13973.6,-17.11,75,30.86,902.33,-2.97,-31.61,123,120,3/14,0.2,0.35,10-12,fast,midlate
K1W7_KEE_FS9-11_Gap0.18_Fav0.35_fast_late,KEE,7,84,10080,5375.1,-4704.9,-46.68,14,16.67,383.94,-55.49,-31.61,53,31,3/15,0.18,0.35,9-11,fast,late
K1W8_KEE_FS10-11_Gap0.12_Fav0.00_fast_late,KEE,8,131,27510,27346.8,-163.2,-0.59,29,22.14,942.99,12.08,-31.62,93,38,4/15,0.12,0.0,10-11,fast,late
K1W7_GP_FS10-13_Gap0.18_Fav0.35_fast_late,GP,7,588,70560,48732.2,-21827.8,-30.94,123,20.92,396.2,-30.6,-31.63,397,191,2/14,0.18,0.35,10-13,fast,late
K1W7_DMR_FS10-12_Gap0.20_Fav0.00_all_late,DMR,7,140,16800,16110.3,-689.7,-4.11,31,22.14,519.69,12.67,-31.64,87,53,6/14,0.2,0.0,10-12,all,late
K1W7_DMR_FS10-12_Gap0.20_Fav0.00_fast_late,DMR,7,140,16800,16110.3,-689.7,-4.11,31,22.14,519.69,12.67,-31.64,87,53,6/14,0.2,0.0,10-12,fast,late
K1W9_SA_FS9-11_Gap0.15_Fav0.40_all_all,SA,9,519,174384,132897.6,-41486.4,-23.79,248,47.78,535.88,-19.44,-31.64,334,185,2/15,0.15,0.4,9-11,all,all
K1W7_GP_FS9-11_Gap0.15_Fav0.00_all_late,GP,7,1182,141840,107786.5,-34053.5,-24.01,293,24.79,367.87,-19.66,-31.64,753,429,1/14,0.15,0.0,9-11,all,late
K1W8_KEE_FS12-20_Gap0.18_Fav0.35_all_midlate,KEE,8,87,18270,17994.8,-275.2,-1.51,17,19.54,1058.52,20.8,-31.65,50,37,6/15,0.18,0.35,12-20,all,midlate
K1W7_AQU_FS9-11_Gap0.15_Fav0.35_all_midlate,AQU,7,498,59760,46241.75,-13518.25,-22.62,137,27.51,337.53,-18.61,-31.66,345,153,4/15,0.15,0.35,9-11,all,midlate
K1W9_SAR_FS9-11_Gap0.20_Fav0.40_fast_midlate,SAR,9,119,39984,30912.7,-9071.3,-22.69,41,34.45,753.97,-17.42,-31.66,75,44,4/14,0.2,0.4,9-11,fast,midlate
K1W9_BEL_FS9-11_Gap0.12_Fav0.35_fast_late,BEL,9,186,62496,57041.35,-5454.65,-8.73,85,45.7,671.07,-3.6,-31.67,152,34,5/13,0.12,0.35,9-11,fast,late
K1W8_SAR_FS10-12_Gap0.15_Fav0.00_all_midlate,SAR,8,217,45570,29036.2,-16533.8,-36.28,57,26.27,509.41,-38.72,-31.67,142,75,3/14,0.15,0.0,10-12,all,midlate
K1W7_SAR_FS9-11_Gap0.20_Fav0.35_fast_late,SAR,7,120,14400,11474.0,-2926.0,-20.32,29,24.17,395.66,-13.5,-31.69,75,45,6/14,0.2,0.35,9-11,fast,late
K1W7_SAR_FS9-11_Gap0.20_Fav0.00_fast_late,SAR,7,123,14760,11474.0,-3286.0,-22.26,29,23.58,395.66,-16.83,-31.69,78,45,5/14,0.2,0.0,9-11,fast,late
K1W7_GP_FS12-20_Gap0.18_Fav0.40_fast_midlate,GP,7,135,16200,12793.3,-3406.7,-21.03,28,20.74,456.9,-16.85,-31.71,97,38,4/14,0.18,0.4,12-20,fast,midlate
K1W7_GP_FS12-20_Gap0.20_Fav0.40_fast_midlate,GP,7,132,15840,11313.3,-4526.7,-28.58,27,20.45,419.01,-27.31,-31.71,94,38,4/14,0.2,0.4,12-20,fast,midlate
K1W7_BEL_FS10-11_Gap0.15_Fav0.00_wet_all,BEL,7,83,9960,6311.2,-3648.8,-36.63,18,21.69,350.62,-37.9,-31.71,66,17,2/12,0.15,0.0,10-11,wet,all
K1W8_CD+KEE_FS12-20_Gap0.18_Fav0.00_fast_midlate,CD+KEE,8,217,45570,38841.5,-6728.5,-14.77,45,20.74,863.14,-5.63,-31.72,141,76,5/15,0.18,0.0,12-20,fast,midlate
K1W7_SA_FS9-11_Gap0.18_Fav0.35_fast_all,SA,7,693,83160,66697.1,-16462.9,-19.8,207,29.87,322.21,-14.06,-31.72,468,225,2/15,0.18,0.35,9-11,fast,all
K1W7_KEE_FS12-20_Gap0.15_Fav0.00_all_midlate,KEE,7,144,17280,10890.6,-6389.4,-36.98,17,11.81,640.62,-40.52,-31.72,86,58,5/15,0.15,0.0,12-20,all,midlate
K1W7_SAR_FS10-12_Gap0.15_Fav0.35_all_all,SAR,7,177,21240,18733.9,-2506.1,-11.8,44,24.86,425.77,0.05,-31.73,111,66,6/14,0.15,0.35,10-12,all,all
K1W9_OP_FS9-11_Gap0.20_Fav0.40_all_midlate,OP,9,264,88704,78116.3,-10587.7,-11.94,107,40.53,730.06,10.41,-31.73,124,140,3/14,0.2,0.4,9-11,all,midlate
K1W7_SAR_FS10-13_Gap0.15_Fav0.35_all_all,SAR,7,179,21480,18733.9,-2746.1,-12.78,44,24.58,425.77,-1.72,-31.73,113,66,6/14,0.15,0.35,10-13,all,all
K1W7_AQU_FS9-11_Gap0.12_Fav0.00_all_midlate,AQU,7,753,90360,71573.5,-18786.5,-20.79,187,24.83,382.75,-15.76,-31.73,516,237,4/15,0.12,0.0,9-11,all,midlate
K1W7_SAR_FS10-12_Gap0.15_Fav0.00_all_midlate,SAR,7,217,26040,20409.2,-5630.8,-21.62,49,22.58,416.51,-16.29,-31.73,142,75,5/14,0.15,0.0,10-12,all,midlate
K1W8_KEE_FS9-11_Gap0.10_Fav0.35_all_late,KEE,8,130,27300,14708.3,-12591.7,-46.12,34,26.15,432.6,-58.85,-31.73,69,61,2/15,0.1,0.35,9-11,all,late
K1W9_OP_FS9-11_Gap0.18_Fav0.35_fast_all,OP,9,469,157584,127349.4,-30234.6,-19.19,175,37.31,727.71,-6.79,-31.74,236,233,3/14,0.18,0.35,9-11,fast,all
