Strategy,TrackScope,K,Races,Wagered,Returned,Profit,ROI%,Hits,HitRate%,AvgPay,TrainROI%,TestROI%,TrainRaces,TestRaces,PosYears,Gap,FavMin,FS,Cond,Card
K1W9_SA_FS9-11_Gap0.15_Fav0.35_all_all,SA,9,853,286608,221418.7,-65189.3,-22.75,366,42.91,604.97,-18.16,-31.74,565,288,2/15,0.15,0.35,9-11,all,all
K1W9_OP_FS9-11_Gap0.20_Fav0.00_all_midlate,OP,9,356,119616,99642.6,-19973.4,-16.7,134,37.64,743.6,0.14,-31.75,168,188,3/14,0.2,0.0,9-11,all,midlate
K1W9_SAR_FS10-12_Gap0.15_Fav0.35_all_late,SAR,9,89,29904,22795.3,-7108.7,-23.77,30,33.71,759.84,-18.35,-31.75,53,36,3/14,0.15,0.35,10-12,all,late
K1W9_SAR_FS10-13_Gap0.15_Fav0.35_all_late,SAR,9,90,30240,22795.3,-7444.7,-24.62,30,33.33,759.84,-19.87,-31.75,54,36,3/14,0.15,0.35,10-13,all,late
K1W7_SA_FS10-12_Gap0.12_Fav0.35_fast_midlate,SA,7,420,50400,43484.5,-6915.5,-13.72,105,25.0,414.14,-6.25,-31.76,297,123,4/15,0.12,0.35,10-12,fast,midlate
K1W7_SA_FS10-13_Gap0.12_Fav0.35_fast_midlate,SA,7,429,51480,43895.9,-7584.1,-14.73,107,24.94,410.24,-7.89,-31.76,306,123,4/15,0.12,0.35,10-13,fast,midlate
K1W9_CD+KEE_FS12-20_Gap0.20_Fav0.40_fast_all,CD+KEE,9,144,48384,39651.8,-8732.2,-18.05,41,28.47,967.12,-8.53,-31.76,85,59,4/15,0.2,0.4,12-20,fast,all
K1W9_BEL_FS9-11_Gap0.15_Fav0.35_fast_all,BEL,9,380,127680,108942.15,-18737.85,-14.68,177,46.58,615.49,-10.88,-31.79,311,69,3/13,0.15,0.35,9-11,fast,all
K1W7_DMR_FS10-11_Gap0.18_Fav0.00_fast_all,DMR,7,267,32040,25883.7,-6156.3,-19.21,59,22.1,438.71,-10.8,-31.79,160,107,6/14,0.18,0.0,10-11,fast,all
K1W8_CD+KEE_FS12-20_Gap0.15_Fav0.35_fast_late,CD+KEE,8,142,29820,26049.4,-3770.6,-12.64,34,23.94,766.16,-3.75,-31.81,97,45,5/15,0.15,0.35,12-20,fast,late
K1W9_SA_FS9-11_Gap0.10_Fav0.40_all_all,SA,9,525,176400,133817.1,-42582.9,-24.14,250,47.62,535.27,-19.83,-31.81,336,189,2/15,0.1,0.4,9-11,all,all
K1W9_SAR_FS10-12_Gap0.10_Fav0.35_all_late,SAR,9,92,30912,23245.3,-7666.7,-24.8,31,33.7,749.85,-19.87,-31.82,54,38,3/14,0.1,0.35,10-12,all,late
K1W9_SAR_FS10-12_Gap0.12_Fav0.35_all_late,SAR,9,92,30912,23245.3,-7666.7,-24.8,31,33.7,749.85,-19.87,-31.82,54,38,3/14,0.12,0.35,10-12,all,late
K1W9_SAR_FS10-13_Gap0.10_Fav0.35_all_late,SAR,9,93,31248,23245.3,-8002.7,-25.61,31,33.33,749.85,-21.32,-31.82,55,38,3/14,0.1,0.35,10-13,all,late
K1W9_SAR_FS10-13_Gap0.12_Fav0.35_all_late,SAR,9,93,31248,23245.3,-8002.7,-25.61,31,33.33,749.85,-21.32,-31.82,55,38,3/14,0.12,0.35,10-13,all,late
K1W7_SA_FS9-11_Gap0.15_Fav0.00_wet_all,SA,7,80,9600,7523.8,-2076.2,-21.63,20,25.0,376.19,-10.34,-31.84,38,42,3/14,0.15,0.0,9-11,wet,all
K1W8_OP_FS10-12_Gap0.15_Fav0.35_fast_midlate,OP,8,304,63840,45085.7,-18754.3,-29.38,73,24.01,617.61,-26.84,-31.84,150,154,3/14,0.15,0.35,10-12,fast,midlate
K1W7_KEE_FS10-12_Gap0.15_Fav0.00_all_late,KEE,7,192,23040,15544.8,-7495.2,-32.53,31,16.15,501.45,-32.95,-31.84,120,72,4/15,0.15,0.0,10-12,all,late
K1W7_GP_FS9-11_Gap0.12_Fav0.35_all_late,GP,7,1031,123720,93147.0,-30573.0,-24.71,267,25.9,348.87,-20.95,-31.85,675,356,2/14,0.12,0.35,9-11,all,late
K1W7_SA_FS9-11_Gap0.20_Fav0.40_fast_midlate,SA,7,340,40800,29965.3,-10834.7,-26.56,103,30.29,290.93,-23.59,-31.85,218,122,2/15,0.2,0.4,9-11,fast,midlate
K1W8_KEE_FS9-11_Gap0.12_Fav0.00_fast_late,KEE,8,183,38430,33766.0,-4664.0,-12.14,44,24.04,767.41,-1.78,-31.86,120,63,3/15,0.12,0.0,9-11,fast,late
K1W7_SAR_FS9-11_Gap0.10_Fav0.35_all_all,SAR,7,333,39960,32255.65,-7704.35,-19.28,87,26.13,370.75,-11.72,-31.86,208,125,5/14,0.1,0.35,9-11,all,all
K1W9_SAR_FS10-12_Gap0.15_Fav0.00_all_all,SAR,9,276,92736,69316.3,-23419.7,-25.25,92,33.33,753.44,-21.79,-31.86,181,95,4/14,0.15,0.0,10-12,all,all
K1W8_CD+KEE_FS12-20_Gap0.10_Fav0.35_all_late,CD+KEE,8,166,34860,28458.1,-6401.9,-18.36,37,22.29,769.14,-11.3,-31.87,109,57,5/15,0.1,0.35,12-20,all,late
K1W8_CD+KEE_FS12-20_Gap0.12_Fav0.35_all_late,CD+KEE,8,166,34860,28458.1,-6401.9,-18.36,37,22.29,769.14,-11.3,-31.87,109,57,5/15,0.12,0.35,12-20,all,late
K1W8_OP_FS10-12_Gap0.18_Fav0.40_fast_all,OP,8,249,52290,33856.4,-18433.6,-35.25,59,23.69,573.84,-38.65,-31.88,124,125,4/14,0.18,0.4,10-12,fast,all
K1W7_AQU_FS10-12_Gap0.20_Fav0.35_all_midlate,AQU,7,222,26640,21788.8,-4851.2,-18.21,52,23.42,419.02,-11.65,-31.89,150,72,6/15,0.2,0.35,10-12,all,midlate
K1W7_DMR_FS10-11_Gap0.12_Fav0.35_fast_all,DMR,7,272,32640,26138.9,-6501.1,-19.92,60,22.06,435.65,-11.02,-31.89,156,116,5/14,0.12,0.35,10-11,fast,all
K1W7_GP_FS10-13_Gap0.10_Fav0.00_all_late,GP,7,1583,189960,137184.4,-52775.6,-27.78,288,18.19,476.33,-25.83,-31.89,1073,510,1/14,0.1,0.0,10-13,all,late
K1W7_SA_FS10-11_Gap0.20_Fav0.40_fast_late,SA,7,116,13920,11020.8,-2899.2,-20.83,35,30.17,314.88,-13.01,-31.9,68,48,4/14,0.2,0.4,10-11,fast,late
K1W7_SAR_FS10-12_Gap0.18_Fav0.35_all_all,SAR,7,163,19560,18147.7,-1412.3,-7.22,42,25.77,432.09,6.78,-31.91,104,59,6/14,0.18,0.35,10-12,all,all
K1W7_SAR_FS10-13_Gap0.18_Fav0.35_all_all,SAR,7,165,19800,18147.7,-1652.3,-8.34,42,25.45,432.09,4.77,-31.91,106,59,6/14,0.18,0.35,10-13,all,all
K1W9_SA_FS10-11_Gap0.20_Fav0.00_all_late,SA,9,191,64176,51830.8,-12345.2,-19.24,81,42.41,639.89,-11.9,-31.92,121,70,3/14,0.2,0.0,10-11,all,late
K1W7_DMR_FS9-11_Gap0.18_Fav0.35_fast_midlate,DMR,7,282,33840,31385.3,-2454.7,-7.25,80,28.37,392.32,10.76,-31.93,163,119,5/14,0.18,0.35,9-11,fast,midlate
K1W7_DMR_FS9-11_Gap0.18_Fav0.35_all_midlate,DMR,7,284,34080,31385.3,-2694.7,-7.91,80,28.17,392.32,9.42,-31.93,165,119,5/14,0.18,0.35,9-11,all,midlate
K1W9_BEL_FS10-13_Gap0.15_Fav0.00_fast_midlate,BEL,9,285,95760,81413.95,-14346.05,-14.98,101,35.44,806.08,-11.8,-31.93,240,45,4/13,0.15,0.0,10-13,fast,midlate
K1W9_KEE_FS9-11_Gap0.10_Fav0.00_fast_late,KEE,9,231,77616,57459.4,-20156.6,-25.97,64,27.71,897.8,-22.81,-31.93,151,80,3/15,0.1,0.0,9-11,fast,late
K1W7_BEL_FS10-11_Gap0.10_Fav0.00_wet_all,BEL,7,144,17280,13768.2,-3511.8,-20.32,28,19.44,491.72,-18.11,-31.95,121,23,2/12,0.1,0.0,10-11,wet,all
K1W9_SA_FS9-11_Gap0.20_Fav0.40_fast_all,SA,9,463,155568,119799.4,-35768.6,-22.99,222,47.95,539.64,-18.35,-31.95,305,158,3/15,0.2,0.4,9-11,fast,all
K1W7_MTH_FS10-12_Gap0.10_Fav0.00_fast_midlate,MTH,7,427,51240,45792.8,-5447.2,-10.63,109,25.53,420.12,-3.76,-31.96,323,104,7/15,0.1,0.0,10-12,fast,midlate
K1W8_SAR_FS10-13_Gap0.10_Fav0.35_fast_all,SAR,8,161,33810,23598.95,-10211.05,-30.2,48,29.81,491.64,-29.26,-31.96,105,56,5/14,0.1,0.35,10-13,fast,all
K1W8_SAR_FS10-13_Gap0.12_Fav0.35_fast_all,SAR,8,161,33810,23598.95,-10211.05,-30.2,48,29.81,491.64,-29.26,-31.96,105,56,5/14,0.12,0.35,10-13,fast,all
K1W8_SAR_FS10-12_Gap0.10_Fav0.35_fast_all,SAR,8,159,33390,23176.45,-10213.55,-30.59,47,29.56,493.12,-29.84,-31.96,103,56,4/14,0.1,0.35,10-12,fast,all
K1W8_SAR_FS10-12_Gap0.12_Fav0.35_fast_all,SAR,8,159,33390,23176.45,-10213.55,-30.59,47,29.56,493.12,-29.84,-31.96,103,56,4/14,0.12,0.35,10-12,fast,all
K1W7_SAR_FS10-11_Gap0.20_Fav0.00_all_all,SAR,7,141,16920,13497.3,-3422.7,-20.23,34,24.11,396.98,-13.78,-31.97,91,50,5/14,0.2,0.0,10-11,all,all
K1W7_AQU_FS9-11_Gap0.20_Fav0.35_fast_late,AQU,7,171,20520,16008.6,-4511.4,-21.99,48,28.07,333.51,-16.99,-31.97,114,57,4/15,0.2,0.35,9-11,fast,late
K1W7_AQU_FS9-11_Gap0.20_Fav0.00_fast_late,AQU,7,174,20880,16008.6,-4871.4,-23.33,48,27.59,333.51,-19.12,-31.97,117,57,4/15,0.2,0.0,9-11,fast,late
K1W8_GP_FS12-20_Gap0.12_Fav0.40_fast_all,GP,8,178,37380,27542.3,-9837.7,-26.32,51,28.65,540.05,-23.45,-31.97,118,60,4/14,0.12,0.4,12-20,fast,all
K1W8_GP_FS12-20_Gap0.10_Fav0.40_fast_all,GP,8,179,37590,27542.3,-10047.7,-26.73,51,28.49,540.05,-24.09,-31.97,119,60,4/14,0.1,0.4,12-20,fast,all
K1W9_BAQ_FS9-11_Gap0.10_Fav0.00_fast_midlate,BAQ,9,91,30576,20800.9,-9775.1,-31.97,35,38.46,594.31,-100.0,-31.97,0,91,2/4,0.1,0.0,9-11,fast,midlate
K1W9_OP_FS9-11_Gap0.12_Fav0.00_wet_all,OP,9,275,92400,59797.8,-32602.2,-35.28,103,37.45,580.56,-40.25,-31.97,110,165,3/14,0.12,0.0,9-11,wet,all
K1W9_KEE_FS10-11_Gap0.18_Fav0.40_fast_all,KEE,9,100,33600,23937.8,-9662.2,-28.76,34,34.0,704.05,-27.02,-31.98,65,35,3/15,0.18,0.4,10-11,fast,all
K1W8_OP_FS9-11_Gap0.15_Fav0.00_wet_late,OP,8,83,17430,12213.3,-5216.7,-29.93,23,27.71,531.01,-27.12,-31.98,35,48,3/13,0.15,0.0,9-11,wet,late
K1W7_GP_FS10-12_Gap0.10_Fav0.40_fast_late,GP,7,349,41880,32953.2,-8926.8,-21.32,89,25.5,370.26,-15.92,-32.0,232,117,2/14,0.1,0.4,10-12,fast,late
K1W7_GP_FS10-12_Gap0.12_Fav0.40_fast_late,GP,7,349,41880,32953.2,-8926.8,-21.32,89,25.5,370.26,-15.92,-32.0,232,117,2/14,0.12,0.4,10-12,fast,late
K1W9_GP_FS10-11_Gap0.15_Fav0.35_fast_late,GP,9,474,159264,107907.2,-51356.8,-32.25,167,35.23,646.15,-32.37,-32.01,311,163,1/14,0.15,0.35,10-11,fast,late
K1W8_SAR_FS10-13_Gap0.10_Fav0.00_fast_late,SAR,8,218,45780,28946.5,-16833.5,-36.77,48,22.02,603.05,-39.26,-32.01,143,75,2/14,0.1,0.0,10-13,fast,late
K1W9_OP_FS9-11_Gap0.20_Fav0.40_wet_all,OP,9,95,31920,19877.8,-12042.2,-37.73,41,43.16,484.82,-45.58,-32.02,40,55,2/13,0.2,0.4,9-11,wet,all
K1W7_AQU_FS9-11_Gap0.10_Fav0.35_all_all,AQU,7,689,82680,61952.95,-20727.05,-25.07,191,27.72,324.36,-22.06,-32.03,481,208,3/15,0.1,0.35,9-11,all,all
K1W7_DMR_FS10-13_Gap0.20_Fav0.35_all_all,DMR,7,257,30840,23710.6,-7129.4,-23.12,54,21.01,439.09,-16.44,-32.04,147,110,4/14,0.2,0.35,10-13,all,all
K1W9_OP_FS9-11_Gap0.10_Fav0.00_all_late,OP,9,549,184464,130988.1,-53475.9,-28.99,176,32.06,744.25,-25.59,-32.04,260,289,1/14,0.1,0.0,9-11,all,late
K1W7_MTH_FS10-11_Gap0.10_Fav0.00_all_all,MTH,7,519,62280,55771.1,-6508.9,-10.45,136,26.2,410.08,-2.93,-32.05,385,134,7/15,0.1,0.0,10-11,all,all
K1W7_GP_FS9-11_Gap0.20_Fav0.00_wet_late,GP,7,87,10440,7920.1,-2519.9,-24.14,20,22.99,396.0,-20.77,-32.05,61,26,4/12,0.2,0.0,9-11,wet,late
K1W7_SA_FS10-12_Gap0.20_Fav0.00_fast_all,SA,7,405,48600,38538.5,-10061.5,-20.7,106,26.17,363.57,-15.86,-32.06,284,121,4/14,0.2,0.0,10-12,fast,all
K1W7_SA_FS10-13_Gap0.20_Fav0.00_fast_all,SA,7,416,49920,38949.9,-10970.1,-21.98,108,25.96,360.65,-17.84,-32.06,295,121,4/14,0.2,0.0,10-13,fast,all
K1W7_CD+KEE_FS9-11_Gap0.20_Fav0.00_fast_late,CD+KEE,7,342,41040,28780.09,-12259.91,-29.87,77,22.51,373.77,-28.35,-32.07,202,140,4/15,0.2,0.0,9-11,fast,late
K1W8_SAR_FS10-11_Gap0.10_Fav0.40_all_all,SAR,8,89,18690,11552.3,-7137.7,-38.19,26,29.21,444.32,-41.63,-32.07,57,32,2/14,0.1,0.4,10-11,all,all
K1W8_SAR_FS10-11_Gap0.12_Fav0.40_all_all,SAR,8,89,18690,11552.3,-7137.7,-38.19,26,29.21,444.32,-41.63,-32.07,57,32,2/14,0.12,0.4,10-11,all,all
K1W8_SAR_FS10-11_Gap0.15_Fav0.40_all_all,SAR,8,89,18690,11552.3,-7137.7,-38.19,26,29.21,444.32,-41.63,-32.07,57,32,2/14,0.15,0.4,10-11,all,all
K1W8_SAR_FS10-11_Gap0.12_Fav0.00_fast_all,SAR,8,267,56070,39992.45,-16077.55,-28.67,77,28.84,519.38,-27.19,-32.09,186,81,2/14,0.12,0.0,10-11,fast,all
K1W9_GP_FS10-11_Gap0.18_Fav0.00_all_late,GP,9,503,169008,108607.7,-60400.3,-35.74,171,34.0,635.13,-37.53,-32.11,337,166,1/14,0.18,0.0,10-11,all,late
K1W9_MTH_FS9-11_Gap0.18_Fav0.00_all_late,MTH,9,286,96096,72197.8,-23898.2,-24.87,135,47.2,534.8,-21.8,-32.12,201,85,3/15,0.18,0.0,9-11,all,late
K1W8_OP_FS10-13_Gap0.20_Fav0.40_fast_all,OP,8,248,52080,33154.1,-18925.9,-36.34,57,22.98,581.65,-40.56,-32.12,124,124,4/14,0.2,0.4,10-13,fast,all
K1W7_AQU_FS9-11_Gap0.15_Fav0.00_wet_all,AQU,7,212,25440,22725.55,-2714.45,-10.67,55,25.94,413.19,0.38,-32.15,140,72,5/15,0.15,0.0,9-11,wet,all
K1W7_SAR_FS9-11_Gap0.15_Fav0.35_all_all,SAR,7,314,37680,28617.9,-9062.1,-24.05,80,25.48,357.72,-19.04,-32.15,194,120,4/14,0.15,0.35,9-11,all,all
K1W8_KEE_FS10-12_Gap0.15_Fav0.40_fast_midlate,KEE,8,96,20160,8523.9,-11636.1,-57.72,17,17.71,501.41,-68.79,-32.15,67,29,3/15,0.15,0.4,10-12,fast,midlate
K1W8_KEE_FS10-13_Gap0.15_Fav0.40_fast_midlate,KEE,8,96,20160,8523.9,-11636.1,-57.72,17,17.71,501.41,-68.79,-32.15,67,29,3/15,0.15,0.4,10-13,fast,midlate
K1W7_SAR_FS10-12_Gap0.15_Fav0.00_fast_midlate,SAR,7,182,21840,17986.5,-3853.5,-17.64,41,22.53,438.7,-10.33,-32.16,121,61,5/14,0.15,0.0,10-12,fast,midlate
K1W9_BEL_FS10-12_Gap0.12_Fav0.00_fast_midlate,BEL,9,376,126336,113880.45,-12455.55,-9.86,118,31.38,965.09,-5.62,-32.17,316,60,4/13,0.12,0.0,10-12,fast,midlate
K1W9_SAR_FS9-11_Gap0.20_Fav0.40_all_midlate,SAR,9,137,46032,33219.4,-12812.6,-27.83,49,35.77,677.95,-25.34,-32.17,87,50,2/14,0.2,0.4,9-11,all,midlate
K1W9_SA_FS9-11_Gap0.20_Fav0.00_all_all,SA,9,690,231840,178428.4,-53411.6,-23.04,309,44.78,577.44,-18.29,-32.18,454,236,2/15,0.2,0.0,9-11,all,all
K1W7_MTH_FS10-12_Gap0.15_Fav0.00_all_late,MTH,7,232,27840,25674.8,-2165.2,-7.78,65,28.02,395.0,1.12,-32.19,170,62,5/15,0.15,0.0,10-12,all,late
K1W7_DMR_FS12-20_Gap0.12_Fav0.00_all_late,DMR,7,90,10800,9238.8,-1561.2,-14.46,15,16.67,615.92,-4.19,-32.19,57,33,6/14,0.12,0.0,12-20,all,late
K1W7_DMR_FS12-20_Gap0.12_Fav0.00_fast_late,DMR,7,90,10800,9238.8,-1561.2,-14.46,15,16.67,615.92,-4.19,-32.19,57,33,6/14,0.12,0.0,12-20,fast,late
K1W9_OP_FS10-11_Gap0.15_Fav0.35_all_all,OP,9,396,133056,105627.8,-27428.2,-20.61,134,33.84,788.27,-9.72,-32.19,204,192,5/14,0.15,0.35,10-11,all,all
K1W7_MTH_FS10-12_Gap0.10_Fav0.40_fast_late,MTH,7,120,14400,12745.9,-1654.1,-11.49,37,30.83,344.48,-2.61,-32.21,84,36,4/15,0.1,0.4,10-12,fast,late
K1W7_MTH_FS10-12_Gap0.12_Fav0.40_fast_late,MTH,7,120,14400,12745.9,-1654.1,-11.49,37,30.83,344.48,-2.61,-32.21,84,36,4/15,0.12,0.4,10-12,fast,late
K1W7_MTH_FS10-12_Gap0.15_Fav0.40_fast_late,MTH,7,119,14280,12393.0,-1887.0,-13.21,36,30.25,344.25,-4.98,-32.21,83,36,4/15,0.15,0.4,10-12,fast,late
K1W7_DMR_FS9-11_Gap0.20_Fav0.40_fast_all,DMR,7,251,30120,28287.7,-1832.3,-6.08,80,31.87,353.6,13.65,-32.22,143,108,6/14,0.2,0.4,9-11,fast,all
K1W7_DMR_FS10-13_Gap0.10_Fav0.00_all_late,DMR,7,388,46560,38432.9,-8127.1,-17.46,78,20.1,492.73,-8.45,-32.22,241,147,5/14,0.1,0.0,10-13,all,late
K1W7_DMR_FS10-13_Gap0.10_Fav0.00_fast_late,DMR,7,388,46560,38432.9,-8127.1,-17.46,78,20.1,492.73,-8.45,-32.22,241,147,5/14,0.1,0.0,10-13,fast,late
K1W7_DMR_FS10-11_Gap0.10_Fav0.00_all_late,DMR,7,288,34560,27609.9,-6950.1,-20.11,60,20.83,460.17,-12.17,-32.23,174,114,4/14,0.1,0.0,10-11,all,late
K1W7_DMR_FS10-11_Gap0.10_Fav0.00_fast_late,DMR,7,288,34560,27609.9,-6950.1,-20.11,60,20.83,460.17,-12.17,-32.23,174,114,4/14,0.1,0.0,10-11,fast,late
K1W9_OP_FS10-11_Gap0.18_Fav0.00_all_all,OP,9,385,129360,100361.3,-28998.7,-22.42,128,33.25,784.07,-13.05,-32.23,197,188,4/14,0.18,0.0,10-11,all,all
K1W7_SA_FS10-11_Gap0.20_Fav0.35_all_all,SA,7,332,39840,29744.9,-10095.1,-25.34,89,26.81,334.21,-21.97,-32.23,223,109,1/14,0.2,0.35,10-11,all,all
K1W9_OP_FS9-11_Gap0.15_Fav0.35_fast_all,OP,9,532,178752,142798.1,-35953.9,-20.11,198,37.22,721.2,-8.07,-32.25,267,265,3/14,0.15,0.35,9-11,fast,all
K1W9_SAR_FS10-11_Gap0.10_Fav0.00_fast_late,SAR,9,165,55440,41189.8,-14250.2,-25.7,50,30.3,823.8,-22.69,-32.25,113,52,4/14,0.1,0.0,10-11,fast,late
K1W7_SA_FS10-11_Gap0.10_Fav0.35_fast_midlate,SA,7,351,42120,34338.6,-7781.4,-18.47,88,25.07,390.21,-12.27,-32.26,242,109,4/15,0.1,0.35,10-11,fast,midlate
K1W7_SA_FS10-11_Gap0.12_Fav0.35_fast_midlate,SA,7,350,42000,34226.6,-7773.4,-18.51,87,24.86,393.41,-12.29,-32.26,241,109,4/15,0.12,0.35,10-11,fast,midlate
K1W9_GP_FS10-13_Gap0.20_Fav0.40_fast_late,GP,9,341,114576,77235.0,-37341.0,-32.59,130,38.12,594.12,-32.75,-32.26,231,110,1/14,0.2,0.4,10-13,fast,late
K1W9_KEE_FS9-11_Gap0.20_Fav0.00_fast_midlate,KEE,9,126,42336,24974.6,-17361.4,-41.01,44,34.92,567.6,-45.71,-32.26,82,44,1/15,0.2,0.0,9-11,fast,midlate
K1W8_OP_FS9-11_Gap0.20_Fav0.00_all_late,OP,8,224,47040,38491.8,-8548.2,-18.17,71,31.7,542.14,-3.56,-32.27,110,114,4/14,0.2,0.0,9-11,all,late
K1W7_SA_FS10-12_Gap0.20_Fav0.35_fast_all,SA,7,385,46200,36406.7,-9793.3,-21.2,102,26.49,356.93,-16.54,-32.28,271,114,4/14,0.2,0.35,10-12,fast,all
K1W7_SA_FS10-13_Gap0.20_Fav0.35_fast_all,SA,7,393,47160,36818.1,-10341.9,-21.93,104,26.46,354.02,-17.7,-32.28,279,114,4/14,0.2,0.35,10-13,fast,all
K1W8_SAR_FS10-11_Gap0.10_Fav0.00_fast_midlate,SAR,8,247,51870,33800.0,-18070.0,-34.84,67,27.13,504.48,-36.08,-32.28,166,81,1/14,0.1,0.0,10-11,fast,midlate
K1W8_KEE_FS10-11_Gap0.10_Fav0.00_all_midlate,KEE,8,315,66150,63803.6,-2346.4,-3.55,78,24.76,817.99,11.45,-32.29,207,108,6/15,0.1,0.0,10-11,all,midlate
K1W8_SAR_FS10-12_Gap0.10_Fav0.00_fast_midlate,SAR,8,310,65100,41653.7,-23446.3,-36.02,76,24.52,548.07,-37.92,-32.29,205,105,1/14,0.1,0.0,10-12,fast,midlate
K1W7_GP_FS10-13_Gap0.18_Fav0.40_all_late,GP,7,385,46200,34394.4,-11805.6,-25.55,94,24.42,365.9,-22.34,-32.31,261,124,1/14,0.18,0.4,10-13,all,late
K1W7_SA_FS10-12_Gap0.10_Fav0.35_fast_midlate,SA,7,422,50640,43596.5,-7043.5,-13.91,106,25.12,411.29,-6.25,-32.32,298,124,4/15,0.1,0.35,10-12,fast,midlate
K1W7_SA_FS10-13_Gap0.10_Fav0.35_fast_midlate,SA,7,431,51720,44007.9,-7712.1,-14.91,108,25.06,407.48,-7.88,-32.32,307,124,4/15,0.1,0.35,10-13,fast,midlate
K1W7_DMR_FS9-11_Gap0.20_Fav0.35_fast_all,DMR,7,362,43440,40357.5,-3082.5,-7.1,105,29.01,384.36,9.96,-32.33,216,146,6/14,0.2,0.35,9-11,fast,all
K1W9_KEE_FS10-12_Gap0.15_Fav0.40_fast_midlate,KEE,9,96,32256,22953.8,-9302.2,-28.84,27,28.12,850.14,-27.33,-32.33,67,29,5/15,0.15,0.4,10-12,fast,midlate
K1W9_KEE_FS10-13_Gap0.15_Fav0.40_fast_midlate,KEE,9,96,32256,22953.8,-9302.2,-28.84,27,28.12,850.14,-27.33,-32.33,67,29,5/15,0.15,0.4,10-13,fast,midlate
K1W9_GP_FS9-11_Gap0.18_Fav0.00_fast_late,GP,9,791,265776,169205.7,-96570.3,-36.34,307,38.81,551.16,-38.66,-32.33,501,290,0/14,0.18,0.0,9-11,fast,late
K1W7_KEE_FS9-11_Gap0.18_Fav0.35_all_all,KEE,7,283,33960,26296.7,-7663.3,-22.57,77,27.21,341.52,-13.65,-32.34,148,135,4/15,0.18,0.35,9-11,all,all
K1W7_CD+KEE_FS9-11_Gap0.20_Fav0.35_fast_late,CD+KEE,7,336,40320,28328.29,-11991.71,-29.74,76,22.62,372.74,-28.0,-32.34,201,135,4/15,0.2,0.35,9-11,fast,late
K1W9_GP_FS10-12_Gap0.20_Fav0.40_fast_late,GP,9,333,111888,76349.5,-35538.5,-31.76,127,38.14,601.18,-31.47,-32.36,224,109,1/14,0.2,0.4,10-12,fast,late
K1W9_BEL_FS9-11_Gap0.10_Fav0.35_fast_midlate,BEL,9,291,97776,79843.35,-17932.65,-18.34,131,45.02,609.49,-15.14,-32.37,237,54,3/13,0.1,0.35,9-11,fast,midlate
K1W9_OP_FS9-11_Gap0.15_Fav0.35_all_all,OP,9,692,232512,176731.7,-55780.3,-23.99,262,37.86,674.55,-14.85,-32.37,331,361,2/14,0.15,0.35,9-11,all,all
K1W7_AQU_FS9-11_Gap0.12_Fav0.35_all_all,AQU,7,680,81600,61168.25,-20431.75,-25.04,187,27.5,327.1,-21.85,-32.37,474,206,3/15,0.12,0.35,9-11,all,all
K1W7_GP_FS12-20_Gap0.15_Fav0.00_fast_all,GP,7,476,57120,39496.9,-17623.1,-30.85,82,17.23,481.67,-30.12,-32.37,321,155,2/14,0.15,0.0,12-20,fast,all
K1W7_DMR_FS10-13_Gap0.18_Fav0.40_all_all,DMR,7,168,20160,15903.7,-4256.3,-21.11,41,24.4,387.9,-12.02,-32.39,93,75,5/14,0.18,0.4,10-13,all,all
K1W7_DMR_FS10-12_Gap0.15_Fav0.40_fast_all,DMR,7,170,20400,15966.4,-4433.6,-21.73,42,24.71,380.15,-13.32,-32.39,95,75,5/14,0.15,0.4,10-12,fast,all
K1W7_DMR_FS10-13_Gap0.20_Fav0.40_all_all,DMR,7,167,20040,15437.7,-4602.3,-22.97,40,23.95,385.94,-15.28,-32.39,92,75,5/14,0.2,0.4,10-13,all,all
K1W7_AQU_FS10-13_Gap0.18_Fav0.00_wet_all,AQU,7,96,11520,8419.3,-3100.7,-26.92,19,19.79,443.12,-23.76,-32.41,61,35,3/14,0.18,0.0,10-13,wet,all
K1W7_KEE_FS9-11_Gap0.10_Fav0.40_fast_midlate,KEE,7,95,11400,6443.9,-4956.1,-43.47,22,23.16,292.9,-50.22,-32.41,59,36,2/15,0.1,0.4,9-11,fast,midlate
K1W7_KEE_FS9-11_Gap0.12_Fav0.40_fast_midlate,KEE,7,95,11400,6443.9,-4956.1,-43.47,22,23.16,292.9,-50.22,-32.41,59,36,2/15,0.12,0.4,9-11,fast,midlate
K1W7_DMR_FS10-11_Gap0.18_Fav0.00_all_all,DMR,7,268,32160,25883.7,-6276.3,-19.52,59,22.01,438.71,-10.8,-32.42,160,108,6/14,0.18,0.0,10-11,all,all
K1W9_MTH_FS9-11_Gap0.10_Fav0.35_all_late,MTH,9,340,114240,83634.9,-30605.1,-26.79,164,48.24,509.97,-24.27,-32.42,235,105,3/15,0.1,0.35,9-11,all,late
K1W7_GP_FS10-13_Gap0.18_Fav0.00_all_late,GP,7,728,87360,58661.6,-28698.4,-32.85,144,19.78,407.37,-33.05,-32.42,495,233,2/14,0.18,0.0,10-13,all,late
K1W8_OP_FS10-13_Gap0.18_Fav0.40_fast_all,OP,8,251,52710,33856.4,-18853.6,-35.77,59,23.51,573.84,-39.14,-32.42,125,126,4/14,0.18,0.4,10-13,fast,all
