Strategy,K,Track,FS,Gap,FavMin,Cond,Card,Races,Hits,ROI%,HitRate%,AvgPay,TrainROI%,TestROI%,LOOCV_PosYrs,LOOCV_PosRatio,LOOCV_MedianROI,LOOCV_MeanROI
K1W7_AQU_FS10-12_Gap0.25_Fav0.30_all_midlate,7,AQU,10-12,0.25,0.3,all,midlate,140,36,-18.62,25.71,379.79,-4.84,-53.05,3/15,0.2,-31.0,-30.8
K1W7_AQU_FS10-12_Gap0.25_Fav0.35_all_midlate,7,AQU,10-12,0.25,0.35,all,midlate,140,36,-18.62,25.71,379.79,-4.84,-53.05,3/15,0.2,-31.0,-30.8
K1W7_KEE_FS10-14_Gap0.20_Fav0.00_all_midlate,7,KEE,10-14,0.2,0.0,all,midlate,191,35,-18.65,18.32,532.7,-31.52,3.09,3/15,0.2,-43.72,-21.7
K1W7_KEE_FS10-14_Gap0.20_Fav0.30_all_midlate,7,KEE,10-14,0.2,0.3,all,midlate,191,35,-18.65,18.32,532.7,-31.52,3.09,3/15,0.2,-43.72,-21.7
K1W7_SA_FS10-12_Gap0.10_Fav0.35_all_all,7,SA,10-12,0.1,0.35,all,all,552,136,-18.77,24.64,395.64,-13.56,-30.98,3/15,0.2,-28.92,-26.0
K1W7_MTH_FS11-14_Gap0.05_Fav0.30_fast_midlate,7,MTH,11-14,0.05,0.3,fast,midlate,180,45,-18.8,25.0,389.75,-21.68,-7.68,3/15,0.2,-39.05,-33.8
K1W7_SA_FS10-11_Gap0.10_Fav0.00_fast_all,7,SA,10-11,0.1,0.0,fast,all,811,172,-18.81,21.21,459.38,-21.73,-11.66,3/15,0.2,-19.68,-18.2
K1W7_SA_FS10-14_Gap0.15_Fav0.00_all_all,7,SA,10-14,0.15,0.0,all,all,710,160,-18.84,22.54,432.15,-20.67,-14.37,3/15,0.2,-27.47,-20.9
K1W7_KEE_FS10-14_Gap0.05_Fav0.00_fast_midlate,7,KEE,10-14,0.05,0.0,fast,midlate,654,96,-18.86,14.68,663.31,-18.6,-19.45,3/15,0.2,-24.98,-26.4
K1W8_KEE_FS10-14_Gap0.05_Fav0.00_fast_midlate,8,KEE,10-14,0.05,0.0,fast,midlate,654,124,-18.93,18.96,897.9,-12.44,-33.56,3/15,0.2,-30.15,-27.2
K1W7_AQU_FS10-13_Gap0.25_Fav0.40_all_midlate,7,AQU,10-13,0.25,0.4,all,midlate,132,34,-19.15,25.76,376.69,-10.26,-44.76,3/15,0.2,-31.0,-27.7
K1W7_MTH_FS10-13_Gap0.25_Fav0.40_fast_all,7,MTH,10-13,0.25,0.4,fast,all,171,51,-19.23,29.82,324.99,-7.96,-52.76,3/15,0.2,-15.83,-9.4
K1W7_MTH_FS10-14_Gap0.25_Fav0.40_fast_all,7,MTH,10-14,0.25,0.4,fast,all,171,51,-19.23,29.82,324.99,-7.96,-52.76,3/15,0.2,-15.83,-9.4
K1W7_SA_FS10-14_Gap0.15_Fav0.00_fast_all,7,SA,10-14,0.15,0.0,fast,all,666,149,-19.38,22.37,432.42,-22.55,-11.37,3/15,0.2,-27.53,-19.9
K1W7_SA_FS10-12_Gap0.15_Fav0.00_all_all,7,SA,10-12,0.15,0.0,all,all,688,157,-19.4,22.82,423.84,-18.1,-22.48,3/15,0.2,-24.17,-23.8
K1W7_AQU_FS10-14_Gap0.05_Fav0.35_fast_midlate,7,AQU,10-14,0.05,0.35,fast,midlate,239,58,-19.42,24.27,398.46,-29.05,1.23,3/15,0.2,-35.35,-21.2
K1W7_SA_FS10-11_Gap0.15_Fav0.00_all_all,7,SA,10-11,0.15,0.0,all,all,563,131,-19.46,23.27,415.35,-20.16,-17.91,3/15,0.2,-26.82,-21.9
K1W7_SA_FS10-12_Gap0.05_Fav0.35_fast_all,7,SA,10-12,0.05,0.35,fast,all,522,129,-19.47,24.71,391.03,-15.51,-29.11,3/15,0.2,-22.71,-25.8
K1W7_KEE_FS10-12_Gap0.10_Fav0.00_fast_late,7,KEE,10-12,0.1,0.0,fast,late,266,37,-19.47,13.91,694.72,-12.34,-36.35,3/15,0.2,-22.21,-27.0
K1W7_AQU_FS10-14_Gap0.10_Fav0.35_fast_midlate,7,AQU,10-14,0.1,0.35,fast,midlate,235,57,-19.47,24.26,398.4,-29.81,2.58,3/15,0.2,-31.04,-21.0
K1W7_SA_FS10-13_Gap0.05_Fav0.35_all_all,7,SA,10-13,0.05,0.35,all,all,568,141,-19.49,24.82,389.18,-15.05,-30.16,3/15,0.2,-22.28,-26.1
K1W7_AQU_FS10-14_Gap0.25_Fav0.40_all_midlate,7,AQU,10-14,0.25,0.4,all,midlate,134,35,-19.49,26.12,369.89,-11.16,-43.04,3/15,0.2,-31.0,-27.7
K1W8_SA_FS10-13_Gap0.10_Fav0.00_all_late,8,SA,10-13,0.1,0.0,all,late,619,162,-19.59,26.17,645.22,-22.05,-13.83,3/15,0.2,-20.69,-21.7
K1W7_KEE_FS10-14_Gap0.20_Fav0.00_all_all,7,KEE,10-14,0.2,0.0,all,all,296,57,-19.6,19.26,501.01,-24.39,-12.96,3/15,0.2,-20.62,-19.6
K1W7_KEE_FS10-14_Gap0.20_Fav0.30_all_all,7,KEE,10-14,0.2,0.3,all,all,296,57,-19.6,19.26,501.01,-24.39,-12.96,3/15,0.2,-20.62,-19.6
K1W7_SA_FS10-13_Gap0.10_Fav0.35_all_all,7,SA,10-13,0.1,0.35,all,all,562,138,-19.61,24.56,392.88,-14.88,-30.98,3/15,0.2,-31.56,-26.6
K1W7_KEE_FS10-14_Gap0.20_Fav0.35_fast_all,7,KEE,10-14,0.2,0.35,fast,all,226,46,-19.61,20.35,473.95,-33.92,5.52,3/15,0.2,-26.2,-19.0
K1W7_SA_FS10-12_Gap0.10_Fav0.35_fast_all,7,SA,10-12,0.1,0.35,fast,all,517,126,-19.75,24.37,395.13,-15.56,-30.0,3/15,0.2,-28.92,-26.5
K1W7_KEE_FS10-14_Gap0.10_Fav0.00_all_late,7,KEE,10-14,0.1,0.0,all,late,359,53,-19.76,14.76,652.23,-13.49,-30.8,3/15,0.2,-28.29,-28.0
K1W7_AQU_FS10-13_Gap0.25_Fav0.00_all_midlate,7,AQU,10-13,0.25,0.0,all,midlate,142,36,-19.76,25.35,379.79,-5.79,-54.19,3/15,0.2,-31.0,-31.4
K1W7_AQU_FS10-13_Gap0.25_Fav0.30_all_midlate,7,AQU,10-13,0.25,0.3,all,midlate,142,36,-19.76,25.35,379.79,-5.79,-54.19,3/15,0.2,-31.0,-31.4
K1W7_AQU_FS10-13_Gap0.25_Fav0.35_all_midlate,7,AQU,10-13,0.25,0.35,all,midlate,142,36,-19.76,25.35,379.79,-5.79,-54.19,3/15,0.2,-31.0,-31.4
K1W7_AQU_FS10-12_Gap0.25_Fav0.40_all_all,7,AQU,10-12,0.25,0.4,all,all,163,44,-19.77,26.99,356.67,-13.81,-38.73,3/15,0.2,-26.44,-24.2
K1W7_AQU_FS10-14_Gap0.10_Fav0.35_all_midlate,7,AQU,10-14,0.1,0.35,all,midlate,316,74,-19.78,23.42,411.07,-21.27,-16.79,3/15,0.2,-24.39,-22.0
K1W7_AQU_FS10-11_Gap0.05_Fav0.00_all_all,7,AQU,10-11,0.05,0.0,all,all,841,171,-19.84,20.33,473.09,-16.26,-27.72,3/15,0.2,-23.94,-19.2
K1W7_MTH_FS11-12_Gap0.10_Fav0.30_all_all,7,MTH,11-12,0.1,0.3,all,all,260,69,-19.87,26.54,362.31,-14.21,-42.52,3/15,0.2,-52.68,-39.1
K1W7_SA_FS10-14_Gap0.05_Fav0.35_all_all,7,SA,10-14,0.05,0.35,all,all,571,141,-19.92,24.69,389.18,-15.47,-30.57,3/15,0.2,-22.28,-26.3
K1W7_MTH_FS11-12_Gap0.10_Fav0.00_fast_midlate,7,MTH,11-12,0.1,0.0,fast,midlate,199,48,-19.95,24.12,398.23,-8.14,-66.92,3/15,0.2,-35.16,-38.8
K1W7_AQU_FS10-11_Gap0.25_Fav0.40_all_all,7,AQU,10-11,0.25,0.4,all,all,139,40,-19.98,28.78,333.67,-14.39,-35.41,3/15,0.2,-23.31,-19.7
K1W7_SA_FS10-12_Gap0.15_Fav0.00_fast_all,7,SA,10-12,0.15,0.0,fast,all,644,146,-19.99,22.67,423.49,-19.92,-20.18,3/15,0.2,-24.14,-23.6
K1W7_AQU_FS10-13_Gap0.05_Fav0.00_all_midlate,7,AQU,10-13,0.05,0.0,all,midlate,899,164,-20.0,18.24,526.26,-25.27,-9.43,3/15,0.2,-20.54,-17.7
K1W7_SA_FS10-14_Gap0.10_Fav0.35_all_all,7,SA,10-14,0.1,0.35,all,all,565,138,-20.03,24.42,392.88,-15.3,-31.4,3/15,0.2,-31.56,-26.9
K1W7_AQU_FS10-14_Gap0.05_Fav0.00_all_midlate,7,AQU,10-14,0.05,0.0,all,midlate,910,166,-20.05,18.24,525.96,-25.76,-8.77,3/15,0.2,-20.54,-18.1
K1W8_AQU_FS10-14_Gap0.05_Fav0.30_all_midlate,8,AQU,10-14,0.05,0.3,all,midlate,534,150,-20.05,28.09,597.73,-36.98,15.9,3/15,0.2,-25.4,-18.4
K1W7_AQU_FS10-14_Gap0.25_Fav0.00_all_midlate,7,AQU,10-14,0.25,0.0,all,midlate,144,37,-20.07,25.69,373.27,-6.71,-52.53,3/15,0.2,-31.0,-31.4
K1W7_AQU_FS10-14_Gap0.25_Fav0.30_all_midlate,7,AQU,10-14,0.25,0.3,all,midlate,144,37,-20.07,25.69,373.27,-6.71,-52.53,3/15,0.2,-31.0,-31.4
K1W7_AQU_FS10-14_Gap0.25_Fav0.35_all_midlate,7,AQU,10-14,0.25,0.35,all,midlate,144,37,-20.07,25.69,373.27,-6.71,-52.53,3/15,0.2,-31.0,-31.4
K1W7_SA_FS10-11_Gap0.05_Fav0.35_all_midlate,7,SA,10-11,0.05,0.35,all,midlate,374,94,-20.09,25.13,381.55,-13.38,-34.1,3/15,0.2,-23.77,-24.9
K1W7_SA_FS10-14_Gap0.15_Fav0.30_all_all,7,SA,10-14,0.15,0.3,all,all,698,157,-20.16,22.49,425.97,-20.88,-18.41,3/15,0.2,-31.74,-22.0
K1W8_KEE_FS10-12_Gap0.05_Fav0.00_fast_late,8,KEE,10-12,0.05,0.0,fast,late,408,72,-20.19,17.65,949.71,-7.01,-50.03,3/15,0.2,-34.43,-26.1
K1W7_SA_FS10-12_Gap0.15_Fav0.35_fast_midlate,7,SA,10-12,0.15,0.35,fast,midlate,402,98,-20.23,24.38,392.69,-12.39,-39.78,3/15,0.2,-39.76,-29.2
K1W7_SA_FS10-11_Gap0.10_Fav0.00_all_all,7,SA,10-11,0.1,0.0,all,all,874,183,-20.29,20.94,456.81,-21.97,-16.36,3/15,0.2,-26.02,-20.5
K1W8_AQU_FS10-13_Gap0.05_Fav0.30_all_midlate,8,AQU,10-13,0.05,0.3,all,midlate,530,148,-20.34,27.92,599.04,-36.81,15.13,3/15,0.2,-25.4,-18.1
K1W7_KEE_FS11-14_Gap0.20_Fav0.00_all_late,7,KEE,11-14,0.2,0.0,all,late,86,13,-20.39,15.12,632.02,-21.9,-18.07,3/15,0.2,-29.16,-21.2
K1W7_KEE_FS11-14_Gap0.20_Fav0.30_all_late,7,KEE,11-14,0.2,0.3,all,late,86,13,-20.39,15.12,632.02,-21.9,-18.07,3/15,0.2,-29.16,-21.2
K1W7_SA_FS10-14_Gap0.15_Fav0.00_fast_midlate,7,SA,10-14,0.15,0.0,fast,midlate,555,124,-20.41,22.34,427.47,-19.46,-22.88,3/15,0.2,-35.11,-22.5
K1W7_AQU_FS10-12_Gap0.10_Fav0.35_all_midlate,7,AQU,10-12,0.1,0.35,all,midlate,308,72,-20.41,23.38,408.58,-20.13,-20.98,3/15,0.2,-20.79,-22.5
K1W8_MTH_FS10-11_Gap0.25_Fav0.40_all_all,8,MTH,10-11,0.25,0.4,all,all,152,59,-20.48,38.82,430.24,-5.43,-59.89,3/15,0.2,-31.33,-14.8
K1W7_SA_FS10-13_Gap0.05_Fav0.35_fast_all,7,SA,10-13,0.05,0.35,fast,all,533,131,-20.49,24.58,388.2,-17.05,-29.11,3/15,0.2,-22.28,-26.5
K1W7_SA_FS10-13_Gap0.10_Fav0.35_fast_all,7,SA,10-13,0.1,0.35,fast,all,527,128,-20.62,24.29,392.17,-16.89,-30.0,3/15,0.2,-31.56,-27.0
K1W7_MTH_FS11-12_Gap0.05_Fav0.00_fast_all,7,MTH,11-12,0.05,0.0,fast,all,424,87,-20.67,20.52,463.92,-15.68,-41.21,3/15,0.2,-51.1,-41.3
K1W7_SA_FS10-11_Gap0.10_Fav0.35_all_midlate,7,SA,10-11,0.1,0.35,all,midlate,370,91,-20.7,24.59,386.91,-13.77,-35.31,3/15,0.2,-23.77,-26.5
K1W7_AQU_FS10-13_Gap0.25_Fav0.40_all_all,7,AQU,10-13,0.25,0.4,all,all,165,44,-20.74,26.67,356.67,-14.49,-40.26,3/15,0.2,-26.44,-24.7
K1W7_SA_FS10-12_Gap0.15_Fav0.30_all_all,7,SA,10-12,0.15,0.3,all,all,676,154,-20.76,22.78,417.38,-18.26,-26.64,3/15,0.2,-29.06,-24.9
K1W7_MTH_FS11-13_Gap0.10_Fav0.30_all_all,7,MTH,11-13,0.1,0.3,all,all,263,69,-20.79,26.24,362.31,-14.21,-45.66,3/15,0.2,-52.68,-40.0
K1W7_SA_FS10-14_Gap0.15_Fav0.30_fast_all,7,SA,10-14,0.15,0.3,fast,all,655,146,-20.91,22.29,425.78,-22.98,-15.74,3/15,0.2,-31.24,-21.3
K1W8_AQU_FS10-12_Gap0.05_Fav0.30_all_midlate,8,AQU,10-12,0.05,0.3,all,midlate,524,146,-20.92,27.86,596.05,-36.28,12.51,3/15,0.2,-25.4,-19.1
K1W7_AQU_FS10-12_Gap0.05_Fav0.35_fast_midlate,7,AQU,10-12,0.05,0.35,fast,midlate,233,56,-20.93,24.03,394.8,-28.17,-4.74,3/15,0.2,-31.04,-22.4
K1W7_SA_FS10-14_Gap0.05_Fav0.35_fast_all,7,SA,10-14,0.05,0.35,fast,all,536,131,-20.94,24.44,388.2,-17.49,-29.57,3/15,0.2,-22.28,-26.8
K1W8_MTH_FS11-12_Gap0.05_Fav0.00_fast_midlate,8,MTH,11-12,0.05,0.0,fast,midlate,299,80,-20.95,26.76,620.44,-25.34,-3.48,3/15,0.2,-49.81,-23.8
K1W7_MTH_FS10-12_Gap0.25_Fav0.40_fast_midlate,7,MTH,10-12,0.25,0.4,fast,midlate,114,32,-20.96,28.07,337.9,-9.95,-50.44,3/15,0.2,-57.64,-7.6
K1W7_SA_FS10-13_Gap0.15_Fav0.00_all_all,7,SA,10-13,0.15,0.0,all,all,706,159,-20.97,22.52,421.1,-20.36,-22.48,3/15,0.2,-26.4,-25.0
K1W8_KEE_FS11-14_Gap0.05_Fav0.00_fast_late,8,KEE,11-14,0.05,0.0,fast,late,307,46,-20.97,14.98,1107.63,1.16,-71.11,3/15,0.2,-51.17,-29.4
K1W7_SA_FS10-11_Gap0.05_Fav0.00_all_late,7,SA,10-11,0.05,0.0,all,late,726,141,-20.98,19.42,488.23,-26.95,-8.6,3/15,0.2,-23.19,-23.7
K1W7_AQU_FS10-14_Gap0.25_Fav0.40_all_all,7,AQU,10-14,0.25,0.4,all,all,167,45,-21.0,26.95,351.82,-15.17,-38.9,3/15,0.2,-26.44,-24.6
K1W7_AQU_FS10-12_Gap0.10_Fav0.35_fast_midlate,7,AQU,10-12,0.1,0.35,fast,midlate,229,55,-21.01,24.02,394.68,-28.92,-3.4,3/15,0.2,-28.97,-22.3
K1W7_KEE_FS10-14_Gap0.15_Fav0.35_all_midlate,7,KEE,10-14,0.15,0.35,all,midlate,209,39,-21.01,18.66,507.97,-31.7,-5.11,3/15,0.2,-43.72,-25.4
K1W7_SA_FS10-11_Gap0.10_Fav0.30_fast_all,7,SA,10-11,0.1,0.3,fast,all,678,152,-21.04,22.42,422.62,-23.62,-15.01,3/15,0.2,-32.1,-19.9
K1W7_SA_FS10-14_Gap0.10_Fav0.35_fast_all,7,SA,10-14,0.1,0.35,fast,all,530,128,-21.07,24.15,392.17,-17.33,-30.47,3/15,0.2,-31.56,-27.3
K1W7_MTH_FS11-14_Gap0.10_Fav0.30_all_all,7,MTH,11-14,0.1,0.3,all,all,264,69,-21.09,26.14,362.31,-14.21,-46.63,3/15,0.2,-52.68,-40.2
K1W7_KEE_FS10-14_Gap0.10_Fav0.00_fast_late,7,KEE,10-14,0.1,0.0,fast,late,288,40,-21.1,13.89,681.73,-11.87,-41.73,3/15,0.2,-26.5,-28.8
K1W8_AQU_FS10-13_Gap0.10_Fav0.30_all_midlate,8,AQU,10-13,0.1,0.3,all,midlate,487,136,-21.11,27.93,593.27,-35.23,8.86,3/15,0.2,-22.03,-18.8
K1W7_SA_FS10-13_Gap0.15_Fav0.35_fast_midlate,7,SA,10-13,0.15,0.35,fast,midlate,411,100,-21.14,24.33,388.95,-13.89,-39.78,3/15,0.2,-39.76,-29.9
K1W7_SA_FS10-12_Gap0.15_Fav0.35_all_midlate,7,SA,10-12,0.15,0.35,all,midlate,422,103,-21.23,24.41,387.28,-12.74,-41.62,3/15,0.2,-39.76,-29.8
K1W7_SA_FS10-12_Gap0.15_Fav0.00_fast_midlate,7,SA,10-12,0.15,0.0,fast,midlate,534,121,-21.34,22.66,416.57,-16.34,-33.8,3/15,0.2,-33.2,-27.4
K1W7_SA_FS10-14_Gap0.15_Fav0.00_all_midlate,7,SA,10-14,0.15,0.0,all,midlate,584,130,-21.37,22.26,423.89,-19.3,-26.54,3/15,0.2,-37.75,-23.8
K1W7_SA_FS10-11_Gap0.15_Fav0.30_fast_all,7,SA,10-11,0.15,0.3,fast,all,518,120,-21.39,23.17,407.18,-21.77,-20.51,3/15,0.2,-33.27,-22.5
K1W7_MTH_FS11-13_Gap0.05_Fav0.00_fast_all,7,MTH,11-13,0.05,0.0,fast,all,428,87,-21.42,20.33,463.92,-15.68,-43.92,3/15,0.2,-51.1,-42.2
K1W7_KEE_FS10-14_Gap0.20_Fav0.00_all_late,7,KEE,10-14,0.2,0.0,all,late,123,19,-21.44,15.45,610.28,-29.79,-7.46,3/15,0.2,-41.92,-23.4
K1W7_KEE_FS10-14_Gap0.20_Fav0.30_all_late,7,KEE,10-14,0.2,0.3,all,late,123,19,-21.44,15.45,610.28,-29.79,-7.46,3/15,0.2,-41.92,-23.4
K1W7_KEE_FS10-12_Gap0.10_Fav0.35_all_all,7,KEE,10-12,0.1,0.35,all,all,337,69,-21.46,20.47,460.3,-35.43,-5.45,3/15,0.2,-22.47,-21.6
K1W7_SA_FS10-11_Gap0.05_Fav0.35_fast_all,7,SA,10-11,0.05,0.35,fast,all,432,109,-21.52,25.23,373.23,-19.28,-26.56,3/15,0.2,-26.96,-25.8
K1W7_KEE_FS10-14_Gap0.10_Fav0.35_all_all,7,KEE,10-14,0.1,0.35,all,all,349,70,-21.52,20.06,469.54,-32.55,-8.93,3/15,0.2,-22.47,-20.6
K1W7_MTH_FS11-13_Gap0.10_Fav0.00_fast_midlate,7,MTH,11-13,0.1,0.0,fast,midlate,203,48,-21.53,23.65,398.23,-8.14,-69.93,3/15,0.2,-35.16,-39.7
K1W7_KEE_FS10-13_Gap0.10_Fav0.00_fast_late,7,KEE,10-13,0.1,0.0,fast,late,273,37,-21.54,13.55,694.72,-14.62,-37.92,3/15,0.2,-22.21,-29.3
K1W8_KEE_FS11-14_Gap0.22_Fav0.35_all_late,8,KEE,11-14,0.22,0.35,all,late,67,13,-21.55,19.4,849.06,-12.76,-36.33,3/15,0.2,-100.0,-38.7
K1W7_SA_FS10-12_Gap0.15_Fav0.30_fast_all,7,SA,10-12,0.15,0.3,fast,all,633,143,-21.59,22.59,416.52,-20.3,-24.7,3/15,0.2,-29.06,-25.0
K1W7_SA_FS10-13_Gap0.15_Fav0.00_fast_all,7,SA,10-13,0.15,0.0,fast,all,662,148,-21.65,22.36,420.55,-22.23,-20.18,3/15,0.2,-26.44,-24.6
K1W7_KEE_FS10-14_Gap0.15_Fav0.35_all_all,7,KEE,10-14,0.15,0.35,all,all,335,66,-21.66,19.7,477.17,-32.56,-9.01,3/15,0.2,-29.21,-19.8
K1W7_AQU_FS10-13_Gap0.10_Fav0.35_all_midlate,7,AQU,10-13,0.1,0.35,all,midlate,313,72,-21.68,23.0,408.58,-20.89,-23.28,3/15,0.2,-24.39,-23.8
K1W7_SA_FS10-11_Gap0.15_Fav0.30_all_all,7,SA,10-11,0.15,0.3,all,all,555,128,-21.71,23.06,407.37,-21.03,-23.19,3/15,0.2,-29.6,-23.7
K1W7_SA_FS10-14_Gap0.15_Fav0.35_fast_midlate,7,SA,10-14,0.15,0.35,fast,midlate,414,100,-21.71,24.15,388.95,-14.47,-40.3,3/15,0.2,-39.76,-30.3
K1W8_AQU_FS10-12_Gap0.10_Fav0.30_all_midlate,8,AQU,10-12,0.1,0.3,all,midlate,481,134,-21.74,27.86,589.94,-34.64,5.91,3/15,0.2,-24.0,-19.8
K1W7_SA_FS10-11_Gap0.10_Fav0.35_fast_all,7,SA,10-11,0.1,0.35,fast,all,427,106,-21.88,24.82,377.61,-19.38,-27.55,3/15,0.2,-26.96,-26.5
K1W7_SA_FS10-12_Gap0.10_Fav0.00_fast_all,7,SA,10-12,0.1,0.0,fast,all,1005,202,-21.91,20.1,466.2,-23.02,-19.06,3/15,0.2,-23.51,-22.0
K1W7_AQU_FS10-13_Gap0.05_Fav0.35_fast_midlate,7,AQU,10-13,0.05,0.35,fast,midlate,236,56,-21.93,23.73,394.8,-28.61,-7.31,3/15,0.2,-32.81,-23.1
K1W8_MTH_FS11-13_Gap0.05_Fav0.00_fast_midlate,8,MTH,11-13,0.05,0.0,fast,midlate,303,80,-21.99,26.4,620.44,-25.34,-9.51,3/15,0.2,-49.81,-27.7
K1W7_AQU_FS10-14_Gap0.22_Fav0.00_all_all,7,AQU,10-14,0.22,0.0,all,all,244,60,-22.01,24.59,380.61,-9.08,-52.29,3/15,0.2,-20.81,-25.6
K1W7_AQU_FS10-14_Gap0.22_Fav0.30_all_all,7,AQU,10-14,0.22,0.3,all,all,244,60,-22.01,24.59,380.61,-9.08,-52.29,3/15,0.2,-20.81,-25.6
K1W7_AQU_FS10-14_Gap0.22_Fav0.35_all_all,7,AQU,10-14,0.22,0.35,all,all,244,60,-22.01,24.59,380.61,-9.08,-52.29,3/15,0.2,-20.81,-25.6
K1W7_SA_FS10-14_Gap0.10_Fav0.30_fast_midlate,7,SA,10-14,0.1,0.3,fast,midlate,702,149,-22.02,21.23,440.85,-21.48,-23.37,3/15,0.2,-32.16,-25.0
K1W7_AQU_FS10-13_Gap0.10_Fav0.35_fast_midlate,7,AQU,10-13,0.1,0.35,fast,midlate,232,55,-22.03,23.71,394.68,-29.37,-6.04,3/15,0.2,-30.94,-23.1
K1W7_SA_FS10-14_Gap0.10_Fav0.00_fast_all,7,SA,10-14,0.1,0.0,fast,all,1044,206,-22.04,19.73,474.1,-25.23,-13.47,3/15,0.2,-28.29,-20.8
K1W7_AQU_FS10-11_Gap0.10_Fav0.35_fast_midlate,7,AQU,10-11,0.1,0.35,fast,midlate,195,48,-22.06,24.62,379.95,-25.26,-14.13,3/15,0.2,-35.25,-24.2
K1W7_SA_FS10-13_Gap0.15_Fav0.35_all_midlate,7,SA,10-13,0.15,0.35,all,midlate,431,105,-22.08,24.36,383.82,-14.18,-41.62,3/15,0.2,-39.76,-30.5
K1W7_KEE_FS10-13_Gap0.10_Fav0.35_all_all,7,KEE,10-13,0.1,0.35,all,all,340,69,-22.16,20.29,460.3,-36.14,-6.05,3/15,0.2,-22.47,-22.0
K1W7_SA_FS10-12_Gap0.10_Fav0.30_fast_midlate,7,SA,10-12,0.1,0.3,fast,midlate,676,146,-22.23,21.6,432.1,-18.41,-31.39,3/15,0.2,-31.82,-27.5
K1W7_KEE_FS10-12_Gap0.10_Fav0.00_all_late,7,KEE,10-12,0.1,0.0,all,late,333,49,-22.25,14.71,634.04,-13.18,-38.78,3/15,0.2,-25.63,-29.9
K1W7_SA_FS10-12_Gap0.15_Fav0.00_all_midlate,7,SA,10-12,0.15,0.0,all,midlate,563,127,-22.28,22.56,413.42,-16.3,-36.71,3/15,0.2,-36.73,-28.3
K1W7_SA_FS10-11_Gap0.05_Fav0.00_fast_late,7,SA,10-11,0.05,0.0,fast,late,689,133,-22.29,19.3,483.09,-30.41,-4.87,3/15,0.2,-26.26,-24.3
K1W7_MTH_FS11-14_Gap0.10_Fav0.00_fast_midlate,7,MTH,11-14,0.1,0.0,fast,midlate,205,48,-22.3,23.41,398.23,-8.14,-71.24,3/15,0.2,-35.16,-39.9
K1W7_MTH_FS10-13_Gap0.25_Fav0.40_fast_midlate,7,MTH,10-13,0.25,0.4,fast,midlate,116,32,-22.32,27.59,337.9,-9.95,-53.44,3/15,0.2,-57.64,-8.7
K1W7_MTH_FS10-14_Gap0.25_Fav0.40_fast_midlate,7,MTH,10-14,0.25,0.4,fast,midlate,116,32,-22.32,27.59,337.9,-9.95,-53.44,3/15,0.2,-57.64,-8.7
K1W7_SA_FS10-13_Gap0.15_Fav0.30_all_all,7,SA,10-13,0.15,0.3,all,all,694,156,-22.33,22.48,414.66,-20.55,-26.64,3/15,0.2,-31.74,-26.1
K1W7_KEE_FS10-12_Gap0.05_Fav0.35_all_all,7,KEE,10-12,0.05,0.35,all,all,341,69,-22.38,20.23,460.3,-36.14,-6.64,3/15,0.2,-22.47,-22.6
K1W7_KEE_FS10-14_Gap0.05_Fav0.35_all_all,7,KEE,10-14,0.05,0.35,all,all,353,70,-22.41,19.83,469.54,-33.27,-10.04,3/15,0.2,-22.47,-21.6
K1W7_SA_FS10-14_Gap0.15_Fav0.30_fast_midlate,7,SA,10-14,0.15,0.3,fast,midlate,545,121,-22.42,22.2,419.33,-19.89,-28.84,3/15,0.2,-43.03,-24.3
K1W7_SA_FS10-12_Gap0.05_Fav0.00_fast_midlate,7,SA,10-12,0.05,0.0,fast,midlate,1272,234,-22.47,18.4,505.76,-28.5,-6.57,3/15,0.2,-28.94,-24.5
K1W7_SA_FS10-11_Gap0.10_Fav0.30_fast_midlate,7,SA,10-11,0.1,0.3,fast,midlate,561,124,-22.58,22.1,420.34,-20.12,-28.27,3/15,0.2,-37.28,-25.7
K1W7_SA_FS10-12_Gap0.10_Fav0.00_all_all,7,SA,10-12,0.1,0.0,all,all,1079,216,-22.62,20.02,463.83,-22.7,-22.44,3/15,0.2,-25.6,-23.4
K1W7_SA_FS10-14_Gap0.15_Fav0.35_all_midlate,7,SA,10-14,0.15,0.35,all,midlate,434,105,-22.62,24.19,383.82,-14.74,-42.09,3/15,0.2,-39.76,-30.8
K1W7_KEE_FS11-14_Gap0.05_Fav0.35_fast_late,7,KEE,11-14,0.05,0.35,fast,late,75,11,-22.63,14.67,633.06,-26.74,-15.31,3/15,0.2,-100.0,-24.2
K1W7_KEE_FS11-14_Gap0.10_Fav0.35_fast_late,7,KEE,11-14,0.1,0.35,fast,late,75,11,-22.63,14.67,633.06,-26.74,-15.31,3/15,0.2,-100.0,-24.2
K1W7_KEE_FS11-14_Gap0.15_Fav0.35_fast_late,7,KEE,11-14,0.15,0.35,fast,late,75,11,-22.63,14.67,633.06,-26.74,-15.31,3/15,0.2,-100.0,-24.2
K1W8_SA_FS11-14_Gap0.10_Fav0.00_fast_all,8,SA,11-14,0.1,0.0,fast,all,511,118,-22.65,23.09,703.44,-26.0,-13.6,3/15,0.2,-27.51,-19.0
K1W7_MTH_FS10-14_Gap0.05_Fav0.00_fast_midlate,7,MTH,10-14,0.05,0.0,fast,midlate,652,133,-22.66,20.4,454.97,-18.11,-37.51,3/15,0.2,-16.19,-20.4
